Pearson_cc	cycle_cover	cycle_abundance	P-value
0.986879384211	1 3 4 5 6 7 	(1, 4, 2, 1, 2, 6)	6.38661913526e-23
0.985724428561	1 3 4 5 6 7 	(1, 3, 2, 1, 3, 6)	1.98136697547e-22
0.984499805202	1 3 4 5 6 7 	(1, 3, 2, 1, 2, 5)	5.97570383788e-22
0.984499805202	2 3 4 6 7 	(1, 3, 3, 2, 6)	5.97570383788e-22
0.984326984758	1 3 4 5 6 7 	(1, 3, 2, 1, 2, 6)	6.93357482224e-22
0.98392046765	1 3 4 5 6 7 	(1, 3, 1, 1, 2, 5)	9.77359275546e-22
0.98392046765	2 3 4 6 7 	(1, 3, 2, 2, 6)	9.77359275546e-22
0.982428207146	2 3 4 6 7 	(1, 3, 2, 1, 5)	3.21056084405e-21
0.982428207146	1 3 4 5 6 7 	(1, 3, 1, 1, 1, 4)	3.21056084405e-21
0.982204256149	1 3 4 5 6 7 	(1, 4, 2, 1, 1, 6)	3.80418363776e-21
0.981961536087	1 3 4 5 6 7 	(1, 4, 1, 1, 2, 6)	4.56109581614e-21
0.981707598976	1 3 4 5 6 7 	(1, 4, 2, 2, 2, 6)	5.50025697455e-21
0.98124419737	1 3 4 5 6 7 	(1, 4, 2, 1, 3, 6)	7.68916136096e-21
0.980072661358	1 3 4 5 6 7 	(1, 4, 2, 2, 3, 6)	1.73032302074e-20
0.979549999194	1 3 4 5 6 7 	(1, 3, 3, 1, 3, 6)	2.44674606843e-20
0.979142771999	2 3 4 6 7 	(1, 4, 2, 1, 6)	3.18532938941e-20
0.979142771999	1 3 4 5 6 7 	(1, 4, 1, 1, 1, 5)	3.18532938941e-20
0.979064508597	1 3 4 5 6 7 	(1, 3, 3, 1, 2, 6)	3.34898679338e-20
0.979048335016	1 3 4 5 6 7 	(1, 4, 3, 1, 2, 6)	3.38376222637e-20
0.978571661094	2 3 4 6 7 	(1, 2, 2, 2, 5)	4.57170734687e-20
0.978571661094	1 3 4 5 6 7 	(1, 2, 1, 1, 2, 4)	4.57170734687e-20
0.978532657965	1 3 4 5 6 7 	(1, 3, 2, 1, 1, 5)	4.68425796609e-20
0.978532657965	2 3 4 6 7 	(1, 3, 3, 1, 6)	4.68425796609e-20
0.978390402927	1 3 4 5 6 7 	(1, 3, 1, 1, 3, 6)	5.11683225316e-20
0.978383896554	1 3 4 5 6 7 	(1, 4, 3, 2, 2, 6)	5.13747333105e-20
0.978183868749	1 3 4 5 6 7 	(1, 5, 2, 2, 2, 6)	5.81090311308e-20
0.978141733172	2 3 4 6 7 	(1, 4, 3, 1, 6)	5.96278187856e-20
0.978141733172	1 3 4 5 6 7 	(1, 4, 2, 1, 1, 5)	5.96278187856e-20
0.977810851308	2 3 4 6 7 	(1, 3, 2, 2, 5)	7.28938597378e-20
0.977810851308	1 3 4 5 6 7 	(1, 3, 1, 1, 2, 4)	7.28938597378e-20
0.977696127791	1 3 4 5 6 7 	(1, 4, 1, 1, 3, 6)	7.80967812459e-20
0.977527410514	1 3 4 5 6 7 	(1, 3, 2, 1, 4, 6)	8.63745911947e-20
0.97752366598	1 3 4 5 6 7 	(1, 5, 2, 1, 1, 6)	8.6567184837e-20
0.977253065952	1 3 4 5 6 7 	(1, 3, 2, 2, 3, 6)	1.01584480166e-19
0.977167309949	1 3 4 5 6 7 	(1, 4, 1, 1, 2, 5)	1.06824366327e-19
0.977167309949	2 3 4 6 7 	(1, 4, 2, 2, 6)	1.06824366327e-19
0.977145708165	1 3 4 5 6 7 	(2, 5, 1, 2, 2, 6)	1.08183110008e-19
0.977116965486	1 3 4 5 6 7 	(2, 4, 1, 1, 2, 6)	1.10015789787e-19
0.977058943455	1 3 4 5 6 7 	(1, 3, 1, 1, 3, 5)	1.13803127013e-19
0.977058943455	2 3 4 6 7 	(1, 3, 2, 3, 6)	1.13803127013e-19
0.976988777535	1 3 4 5 6 7 	(1, 5, 2, 2, 1, 6)	1.18544057848e-19
0.976903599144	1 3 4 5 6 7 	(1, 3, 2, 1, 3, 5)	1.24544531398e-19
0.976903599144	2 3 4 6 7 	(1, 3, 3, 3, 6)	1.24544531398e-19
0.976660593069	2 3 4 6 7 	(1, 2, 3, 3, 6)	1.43241405726e-19
0.976660593069	1 3 4 5 6 7 	(1, 2, 2, 1, 3, 5)	1.43241405726e-19
0.976652433051	1 3 4 5 6 7 	(1, 4, 2, 2, 2, 5)	1.43912069369e-19
0.976652433051	2 3 4 5 6 7 	(1, 4, 3, 1, 2, 6)	1.43912069369e-19
0.976538000884	2 3 4 5 6 7 	(1, 3, 3, 1, 2, 6)	1.53628121211e-19
0.976538000884	1 3 4 5 6 7 	(1, 3, 2, 2, 2, 5)	1.53628121211e-19
0.976315127434	1 3 4 5 6 7 	(1, 4, 3, 2, 3, 6)	1.74314336452e-19
0.975932808139	1 3 4 5 6 7 	(2, 4, 2, 2, 3, 6)	2.1589403843e-19
0.975877396952	1 3 4 5 6 7 	(1, 3, 3, 2, 3, 6)	2.22629262136e-19
0.975837870433	1 3 4 5 6 7 	(2, 4, 2, 2, 2, 6)	2.27551816676e-19
0.975837870433	1 3 4 5 6 7 	(1, 2, 1, 1, 1, 3)	2.27551816676e-19
0.975837870433	2 3 4 6 7 	(1, 2, 2, 1, 4)	2.27551816676e-19
0.975760431069	1 3 4 5 6 7 	(2, 4, 1, 2, 3, 6)	2.37488851909e-19
0.975749726884	1 3 4 5 6 7 	(1, 5, 2, 1, 2, 6)	2.3889353787e-19
0.975689178507	1 3 4 5 6 7 	(2, 5, 2, 2, 2, 6)	2.46984808277e-19
0.975609836981	1 3 4 5 6 7 	(1, 4, 3, 1, 1, 6)	2.57971061829e-19
0.975605549355	1 3 4 5 6 7 	(1, 4, 2, 2, 1, 5)	2.58577432732e-19
0.975605549355	2 3 4 5 6 7 	(1, 4, 3, 1, 1, 6)	2.58577432732e-19
0.974972115146	2 3 4 6 7 	(1, 4, 3, 2, 6)	3.64140676345e-19
0.974972115146	1 3 4 5 6 7 	(1, 4, 2, 1, 2, 5)	3.64140676345e-19
0.974754356287	1 3 4 5 6 7 	(2, 4, 1, 1, 3, 6)	4.0879332657e-19
0.974557490026	1 3 4 5 6 7 	(2, 4, 2, 1, 2, 6)	4.53464190989e-19
0.974529880421	1 3 4 5 6 7 	(1, 3, 2, 2, 3, 5)	4.60077872409e-19
0.974529880421	2 3 4 5 6 7 	(1, 3, 3, 1, 3, 6)	4.60077872409e-19
0.974383985539	1 3 4 5 6 7 	(1, 4, 1, 2, 2, 5)	4.9653085002e-19
0.974383985539	2 3 4 5 6 7 	(1, 4, 2, 1, 2, 6)	4.9653085002e-19
0.974093733174	1 3 4 5 6 7 	(2, 4, 1, 2, 2, 6)	5.77116558902e-19
0.974062870702	1 3 4 5 6 7 	(1, 2, 2, 1, 3, 6)	5.86361064448e-19
0.974062415396	2 3 4 6 7 	(1, 2, 3, 2, 6)	5.86498464838e-19
0.974062415396	1 3 4 5 6 7 	(1, 2, 2, 1, 2, 5)	5.86498464838e-19
0.974031415449	1 2 3 4 5 6 7 	(1, 1, 4, 2, 1, 2, 6)	5.95923800421e-19
0.974031415449	1 3 4 5 6 7 	(2, 4, 1, 2, 2, 5)	5.95923800421e-19
0.973965396854	1 3 4 5 6 7 	(1, 4, 3, 1, 3, 6)	6.16464668206e-19
0.973820858357	1 3 4 5 6 7 	(1, 3, 2, 2, 4, 6)	6.63740983299e-19
0.973735611164	1 3 4 5 6 7 	(1, 2, 2, 1, 4, 6)	6.9317245039e-19
0.973639641698	1 3 4 5 6 7 	(1, 4, 2, 2, 1, 6)	7.27746389301e-19
0.97363038384	1 3 4 5 6 7 	(1, 4, 1, 1, 1, 6)	7.31164550685e-19
0.973602293288	1 3 4 5 6 7 	(1, 3, 1, 1, 1, 5)	7.41627092758e-19
0.973602293288	2 3 4 6 7 	(1, 3, 2, 1, 6)	7.41627092758e-19
0.973535415228	1 3 4 5 6 7 	(1, 5, 3, 2, 2, 6)	7.6709567993e-19
0.973493859152	1 3 4 5 6 7 	(1, 3, 1, 1, 2, 6)	7.83325766687e-19
0.973464558262	1 3 4 5 6 7 	(1, 4, 1, 2, 3, 6)	7.94959615883e-19
0.973270723625	1 3 4 5 6 7 	(1, 5, 1, 1, 1, 6)	8.76034672468e-19
0.973207785332	1 3 4 5 6 7 	(1, 5, 1, 1, 2, 6)	9.0396043073e-19
0.973033752016	1 3 4 5 6 7 	(1, 5, 3, 2, 1, 6)	9.85519310368e-19
0.972965506841	1 3 4 5 6 7 	(1, 5, 1, 2, 2, 6)	1.01931791758e-18
0.972951026003	1 3 4 5 6 7 	(1, 4, 1, 2, 2, 6)	1.02662596541e-18
0.972872746582	1 3 4 5 6 7 	(2, 5, 2, 2, 1, 6)	1.06697665513e-18
0.972760012689	1 3 4 5 6 7 	(2, 5, 2, 3, 2, 6)	1.12766762022e-18
0.972719155591	1 3 4 5 6 7 	(1, 2, 2, 1, 2, 4)	1.15043970292e-18
0.972719155591	2 3 4 6 7 	(1, 2, 3, 2, 5)	1.15043970292e-18
0.972563813593	1 3 4 5 6 7 	(1, 3, 2, 1, 1, 4)	1.24095676764e-18
0.972563813593	2 3 4 6 7 	(1, 3, 3, 1, 5)	1.24095676764e-18
0.972548880354	1 3 4 5 6 7 	(2, 5, 1, 2, 1, 6)	1.24999634472e-18
0.972346541476	1 3 4 5 6 7 	(2, 5, 1, 2, 3, 6)	1.37863065308e-18
0.97233101788	1 3 4 5 6 7 	(1, 4, 3, 2, 1, 6)	1.38898816349e-18
0.972259016103	1 3 4 5 6 7 	(2, 5, 1, 1, 2, 6)	1.43797551197e-18
